MJD;Year;Month;Day;Type;X;sigma_X;Y;sigma_Y;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
48393;1991;05;17;;-0.177993;0.000341;0.456874;0.000479;;0.3060430;0.0000110;0.0020361;0.0000095;;-0.005050;0.000485;-0.005526;0.000126;;;;
48394;1991;05;18;;-0.175090;0.000345;0.460135;0.000527;;0.3039859;0.0000111;0.0020937;0.0000096;;-0.004378;0.000487;-0.005568;0.000126;;;;
48395;1991;05;19;;-0.172031;0.000256;0.463605;0.000272;;0.3018435;0.0000082;0.0022124;0.0000087;;-0.004355;0.000343;-0.005568;0.000114;;;;
48396;1991;05;20;;-0.168876;0.000202;0.466991;0.000190;;0.2995725;0.0000062;0.0023399;0.0000064;;-0.004853;0.000264;-0.005558;0.000102;;;;
48397;1991;05;21;;-0.165753;0.000197;0.470035;0.000166;;0.2971909;0.0000046;0.0024117;0.0000045;;-0.005417;0.000250;-0.005527;0.000099;;;;
48398;1991;05;22;;-0.162790;0.000204;0.472790;0.000137;;0.2947815;0.0000028;0.0023788;0.0000038;;-0.005690;0.000214;-0.005467;0.000088;;;;
48399;1991;05;23;;-0.160029;0.000294;0.475544;0.000187;;0.2924626;0.0000030;0.0022384;0.0000059;;-0.005742;0.000232;-0.005330;0.000093;;;;
48400;1991;05;24;;-0.157243;0.000513;0.478260;0.000304;;0.2903267;0.0000091;0.0020322;0.0000084;;-0.005770;0.000448;-0.005160;0.000138;;;;
48401;1991;05;25;;-0.154207;0.000654;0.481151;0.000382;;0.2884112;0.0000138;0.0018123;0.0000092;;-0.005899;0.000496;-0.005067;0.000144;;;;
48402;1991;05;26;;-0.151104;0.001043;0.484219;0.000876;;0.2867052;0.0000094;0.0016180;0.0000105;;-0.006097;0.000441;-0.005147;0.000144;;;;
48403;1991;05;27;;-0.148196;0.000315;0.487280;0.000294;;0.2851683;0.0000071;0.0014709;0.0000083;;-0.006203;0.000388;-0.005429;0.000145;;;;
48404;1991;05;28;;-0.145329;0.000264;0.490273;0.000246;;0.2837483;0.0000071;0.0013789;0.0000083;;-0.006075;0.000389;-0.005808;0.000145;;;;
48405;1991;05;29;;-0.142305;0.000535;0.493154;0.000500;;0.2823900;0.0000095;0.0013435;0.0000238;;-0.005675;0.000515;-0.006066;0.000194;;;;
48406;1991;05;30;;-0.139244;0.001491;0.495805;0.001243;;0.2810391;0.0000404;0.0013613;0.0000181;;-0.005076;0.001368;-0.006062;0.000580;;;;
48407;1991;05;31;;-0.136247;0.000821;0.498160;0.000665;;0.2796466;0.0000267;0.0014256;0.0000312;;-0.004540;0.000827;-0.005872;0.000310;;;;
48408;1991;06;01;;-0.133470;0.000649;0.500602;0.000532;;0.2781707;0.0000219;0.0015307;0.0000181;;-0.004517;0.000679;-0.005731;0.000250;;;;
48409;1991;06;02;;-0.130921;0.000328;0.503449;0.000223;;0.2765735;0.0000094;0.0016734;0.0000131;;-0.005135;0.000378;-0.005735;0.000152;;;;
48410;1991;06;03;;-0.128298;0.000146;0.506558;0.000078;;0.2748186;0.0000044;0.0018480;0.0000069;;-0.005965;0.000172;-0.005734;0.000068;;;;
48411;1991;06;04;;-0.125198;0.000145;0.509539;0.000078;;0.2728790;0.0000044;0.0020378;0.0000044;;-0.006383;0.000172;-0.005547;0.000068;;;;
48412;1991;06;05;;-0.121491;0.000146;0.512108;0.000078;;0.2707515;0.0000044;0.0022134;0.0000066;;-0.006146;0.000173;-0.005228;0.000068;;;;
48413;1991;06;06;;-0.117542;0.000302;0.514352;0.000171;;0.2684676;0.0000087;0.0023425;0.0000075;;-0.005659;0.000327;-0.005067;0.000151;;;;
48414;1991;06;07;;-0.113952;0.000391;0.516624;0.000344;;0.2660888;0.0000106;0.0024017;0.0000097;;-0.005516;0.000409;-0.005252;0.000244;;;;
48415;1991;06;08;;-0.111010;0.000390;0.519234;0.000345;;0.2636917;0.0000106;0.0023832;0.0000098;;-0.005982;0.000409;-0.005618;0.000244;;;;
48416;1991;06;09;;-0.108279;0.000268;0.522205;0.000278;;0.2613495;0.0000089;0.0022945;0.0000090;;-0.006883;0.000400;-0.005809;0.000169;;;;
48417;1991;06;10;;-0.104940;0.000202;0.525288;0.000224;;0.2591194;0.0000073;0.0021570;0.0000076;;-0.007858;0.000385;-0.005691;0.000128;;;;
48418;1991;06;11;;-0.100623;0.000196;0.528161;0.000194;;0.2570321;0.0000063;0.0020036;0.0000059;;-0.008492;0.000353;-0.005441;0.000126;;;;
48419;1991;06;12;;-0.095995;0.000196;0.530609;0.000157;;0.2550850;0.0000045;0.0018765;0.0000055;;-0.008484;0.000289;-0.005267;0.000120;;;;
48420;1991;06;13;;-0.092253;0.000298;0.532620;0.000232;;0.2532357;0.0000048;0.0018244;0.0000076;;-0.007970;0.000286;-0.005247;0.000123;;;;
48421;1991;06;14;;-0.089318;0.000523;0.534451;0.000416;;0.2513930;0.0000107;0.0018775;0.0000086;;-0.007331;0.000320;-0.005272;0.000137;;;;
48422;1991;06;15;;-0.086048;0.000680;0.536432;0.000537;;0.2494558;0.0000123;0.0020116;0.0000099;;-0.006907;0.000322;-0.005298;0.000138;;;;
48423;1991;06;16;;-0.082145;0.000979;0.538452;0.001033;;0.2473726;0.0000091;0.0021572;0.0000097;;-0.006852;0.000347;-0.005342;0.000150;;;;
48424;1991;06;17;;-0.078182;0.000244;0.540236;0.000285;;0.2451687;0.0000071;0.0022405;0.0000081;;-0.007234;0.000392;-0.005305;0.000174;;;;
48425;1991;06;18;;-0.074556;0.000226;0.541825;0.000265;;0.2429307;0.0000071;0.0022212;0.0000071;;-0.008059;0.000392;-0.005094;0.000175;;;;
48426;1991;06;19;;-0.071174;0.000438;0.543452;0.000511;;0.2407632;0.0000071;0.0021027;0.0000086;;-0.009021;0.000392;-0.004830;0.000173;;;;
48427;1991;06;20;;-0.067712;0.000581;0.545220;0.000527;;0.2387510;0.0000101;0.0019136;0.0000087;;-0.009493;0.000394;-0.004744;0.000140;;;;
48428;1991;06;21;;-0.064280;0.000336;0.546880;0.000297;;0.2369488;0.0000103;0.0016834;0.0000102;;-0.009078;0.000394;-0.004903;0.000139;;;;
48429;1991;06;22;;-0.061282;0.000329;0.548138;0.000292;;0.2353859;0.0000103;0.0014373;0.0000095;;-0.008041;0.000394;-0.005163;0.000139;;;;
48430;1991;06;23;;-0.058828;0.000251;0.549128;0.000257;;0.2340672;0.0000086;0.0012017;0.0000088;;-0.007201;0.000369;-0.005356;0.000121;;;;
48431;1991;06;24;;-0.056560;0.000214;0.550335;0.000238;;0.2329685;0.0000072;0.0010051;0.0000082;;-0.007265;0.000343;-0.005455;0.000105;;;;
48432;1991;06;25;;-0.053964;0.000272;0.552103;0.000278;;0.2320377;0.0000078;0.0008683;0.0000093;;-0.008310;0.000368;-0.005518;0.000113;;;;
48433;1991;06;26;;-0.050798;0.000443;0.554228;0.000302;;0.2312095;0.0000114;0.0007988;0.0000131;;-0.009583;0.000529;-0.005560;0.000164;;;;
48434;1991;06;27;;-0.047271;0.000712;0.556258;0.000394;;0.2304182;0.0000185;0.0007967;0.0000098;;-0.009902;0.000804;-0.005562;0.000304;;;;
48435;1991;06;28;;-0.043837;0.000413;0.558169;0.000298;;0.2295975;0.0000082;0.0008586;0.0000110;;-0.009674;0.000514;-0.005421;0.000313;;;;
48436;1991;06;29;;-0.040535;0.000187;0.559862;0.000129;;0.2286878;0.0000036;0.0009726;0.0000060;;-0.009798;0.000304;-0.005171;0.000148;;;;
48437;1991;06;30;;-0.036915;0.000194;0.560850;0.000134;;0.2276460;0.0000038;0.0011154;0.0000047;;-0.010162;0.000335;-0.004954;0.000142;;;;
48438;1991;07;01;;-0.033115;0.000306;0.561677;0.000215;;0.2264580;0.0000059;0.0012594;0.0000044;;-0.010422;0.000354;-0.004932;0.000150;;;;
48439;1991;07;02;;-0.029683;0.000282;0.562931;0.000195;;0.2251354;0.0000050;0.0013878;0.0000065;;-0.010492;0.000258;-0.005016;0.000121;;;;
48440;1991;07;03;;-0.026533;0.000385;0.564049;0.000309;;0.2236972;0.0000071;0.0014936;0.0000070;;-0.010266;0.000359;-0.005014;0.000136;;;;
48441;1991;07;04;;-0.022998;0.000566;0.564742;0.000502;;0.2221681;0.0000090;0.0015571;0.0000082;;-0.009776;0.000453;-0.005094;0.000144;;;;
48442;1991;07;05;;-0.018946;0.000857;0.565484;0.000729;;0.2206062;0.0000093;0.0015445;0.0000090;;-0.009324;0.000463;-0.005342;0.000145;;;;
48443;1991;07;06;;-0.014548;0.002499;0.566525;0.002412;;0.2191022;0.0000090;0.0014371;0.0000089;;-0.009208;0.000421;-0.005572;0.000140;;;;
48444;1991;07;07;;-0.010103;0.001268;0.567697;0.001398;;0.2177492;0.0000086;0.0012511;0.0000088;;-0.009545;0.000365;-0.005517;0.000132;;;;
48445;1991;07;08;;-0.005886;0.000402;0.568657;0.000440;;0.2166040;0.0000086;0.0010381;0.0000088;;-0.010293;0.000367;-0.005154;0.000132;;;;
48446;1991;07;09;;-0.001932;0.000286;0.569308;0.000273;;0.2156573;0.0000090;0.0008711;0.0000081;;-0.011220;0.000390;-0.004766;0.000131;;;;
48447;1991;07;10;;0.001791;0.000234;0.569662;0.000175;;0.2148270;0.0000076;0.0008195;0.0000070;;-0.011881;0.000352;-0.004700;0.000118;;;;
48448;1991;07;11;;0.005340;0.000154;0.569666;0.000121;;0.2139743;0.0000051;0.0009224;0.0000071;;-0.011920;0.000232;-0.005068;0.000099;;;;
48449;1991;07;12;;0.009679;0.000198;0.569876;0.000156;;0.2129458;0.0000067;0.0011602;0.0000096;;-0.011813;0.000288;-0.005191;0.000125;;;;
48450;1991;07;13;;0.013728;0.000405;0.569801;0.000338;;0.2116410;0.0000142;0.0014579;0.0000144;;-0.011787;0.000534;-0.005017;0.000205;;;;
48451;1991;07;14;;0.017192;0.000717;0.570212;0.000606;;0.2100467;0.0000222;0.0017189;0.0000134;;-0.011780;0.000915;-0.004866;0.000252;;;;
48452;1991;07;15;;0.021634;0.000505;0.571115;0.000419;;0.2082423;0.0000127;0.0018636;0.0000146;;-0.011783;0.000567;-0.004799;0.000158;;;;
48453;1991;07;16;;0.027015;0.000303;0.571964;0.000250;;0.2063654;0.0000070;0.0018652;0.0000088;;-0.012117;0.000362;-0.004714;0.000113;;;;
48454;1991;07;17;;0.031775;0.000220;0.572573;0.000169;;0.2045492;0.0000048;0.0017519;0.0000064;;-0.012966;0.000305;-0.004608;0.000106;;;;
48455;1991;07;18;;0.035594;0.000201;0.572694;0.000207;;0.2028821;0.0000058;0.0015714;0.0000051;;-0.013888;0.000353;-0.004558;0.000130;;;;
48456;1991;07;19;;0.040812;0.000133;0.572886;0.000188;;0.2014106;0.0000053;0.0013576;0.0000060;;-0.014318;0.000297;-0.004586;0.000106;;;;
48457;1991;07;20;;0.045976;0.000158;0.572086;0.000218;;0.2001597;0.0000061;0.0011297;0.0000072;;-0.014115;0.000319;-0.004630;0.000122;;;;
48458;1991;07;21;;0.050090;0.000285;0.571563;0.000332;;0.1991370;0.0000091;0.0009309;0.0000074;;-0.013712;0.000396;-0.004598;0.000183;;;;
48459;1991;07;22;;0.054118;0.000257;0.572322;0.000303;;0.1982791;0.0000086;0.0008208;0.0000105;;-0.013767;0.000367;-0.004550;0.000159;;;;
48460;1991;07;23;;0.058858;0.000353;0.573121;0.000402;;0.1974736;0.0000119;0.0008026;0.0000125;;-0.014524;0.000460;-0.004633;0.000236;;;;
48461;1991;07;24;;0.064191;0.000580;0.573141;0.000610;;0.1966512;0.0000163;0.0008352;0.0000139;;-0.015370;0.000589;-0.004814;0.000533;;;;
48462;1991;07;25;;0.068795;0.000749;0.572463;0.000808;;0.1957825;0.0000160;0.0009013;0.0000177;;-0.015367;0.000619;-0.004986;0.000453;;;;
48463;1991;07;26;;0.072871;0.000656;0.571631;0.000680;;0.1948330;0.0000190;0.0010114;0.0000179;;-0.014585;0.000664;-0.004974;0.000280;;;;
48464;1991;07;27;;0.077660;0.000552;0.570713;0.000573;;0.1937510;0.0000198;0.0011711;0.0000192;;-0.013971;0.000581;-0.004709;0.000250;;;;
48465;1991;07;28;;0.082143;0.000497;0.570336;0.000532;;0.1924899;0.0000193;0.0013544;0.0000167;;-0.014228;0.000461;-0.004372;0.000217;;;;
48466;1991;07;29;;0.085230;0.000459;0.570743;0.000464;;0.1910493;0.0000136;0.0015010;0.0000140;;-0.015163;0.000446;-0.004239;0.000199;;;;
48467;1991;07;30;;0.089332;0.000358;0.570417;0.000324;;0.1895029;0.0000088;0.0015514;0.0000118;;-0.015300;0.000534;-0.004658;0.000153;;;;
48468;1991;07;31;;0.092887;0.000390;0.569720;0.000379;;0.1879675;0.0000101;0.0015074;0.0000118;;-0.014993;0.000620;-0.005126;0.000169;;;;
48469;1991;08;01;;0.095528;0.000508;0.568656;0.000591;;0.1865121;0.0000149;0.0014193;0.0000125;;-0.014836;0.000589;-0.005253;0.000217;;;;
48470;1991;08;02;;0.098323;0.000615;0.567693;0.000705;;0.1851514;0.0000149;0.0013174;0.0000135;;-0.014896;0.000500;-0.005096;0.000212;;;;
48471;1991;08;03;;0.101517;0.000443;0.567296;0.000601;;0.1838935;0.0000122;0.0011925;0.0000121;;-0.015068;0.000446;-0.004857;0.000146;;;;
48472;1991;08;04;;0.104714;0.000286;0.565596;0.000397;;0.1827716;0.0000094;0.0010391;0.0000103;;-0.015191;0.000412;-0.004647;0.000108;;;;
48473;1991;08;05;;0.107708;0.000245;0.563970;0.000288;;0.1818054;0.0000084;0.0008968;0.0000079;;-0.015428;0.000387;-0.004692;0.000100;;;;
48474;1991;08;06;;0.111118;0.000266;0.563048;0.000252;;0.1809518;0.0000065;0.0008292;0.0000063;;-0.015844;0.000329;-0.004849;0.000102;;;;
48475;1991;08;07;;0.115215;0.000226;0.561628;0.000190;;0.1801090;0.0000042;0.0008785;0.0000055;;-0.016184;0.000264;-0.004829;0.000091;;;;
48476;1991;08;08;;0.118697;0.000211;0.560350;0.000178;;0.1791557;0.0000045;0.0010474;0.0000080;;-0.016207;0.000283;-0.004909;0.000101;;;;
48477;1991;08;09;;0.121503;0.000441;0.559265;0.000426;;0.1779887;0.0000118;0.0013002;0.0000095;;-0.016016;0.000454;-0.004990;0.000221;;;;
48478;1991;08;10;;0.124705;0.000495;0.557861;0.000494;;0.1765553;0.0000145;0.0015749;0.0000088;;-0.015803;0.000469;-0.004907;0.000244;;;;
48479;1991;08;11;;0.128712;0.000382;0.556183;0.000452;;0.1748664;0.0000059;0.0018038;0.0000092;;-0.015683;0.000311;-0.004722;0.000117;;;;
48480;1991;08;12;;0.132968;0.000213;0.554737;0.000255;;0.1729930;0.0000040;0.0019331;0.0000049;;-0.015882;0.000232;-0.004505;0.000081;;;;
48481;1991;08;13;;0.136757;0.000151;0.553725;0.000180;;0.1710470;0.0000040;0.0019374;0.0000040;;-0.016715;0.000232;-0.004255;0.000081;;;;
48482;1991;08;14;;0.140071;0.000176;0.552637;0.000209;;0.1691520;0.0000040;0.0018259;0.0000061;;-0.018063;0.000234;-0.004048;0.000082;;;;
48483;1991;08;15;;0.143140;0.000670;0.550916;0.000690;;0.1674095;0.0000082;0.0016389;0.0000068;;-0.019075;0.000330;-0.004006;0.000200;;;;
48484;1991;08;16;;0.146292;0.000432;0.548574;0.000488;;0.1658711;0.0000096;0.0014314;0.0000110;;-0.018892;0.000359;-0.004124;0.000234;;;;
48485;1991;08;17;;0.149798;0.000464;0.546412;0.000662;;0.1645325;0.0000138;0.0012525;0.0000174;;-0.017576;0.000479;-0.004214;0.000257;;;;
48486;1991;08;18;;0.152753;0.000700;0.544474;0.001368;;0.1633467;0.0000253;0.0011291;0.0000120;;-0.016301;0.000706;-0.004107;0.000260;;;;
48487;1991;08;19;;0.154720;0.000424;0.542393;0.000381;;0.1622523;0.0000101;0.0010653;0.0000175;;-0.016015;0.000518;-0.003917;0.000145;;;;
48488;1991;08;20;;0.156695;0.000345;0.540504;0.000277;;0.1611931;0.0000098;0.0010536;0.0000079;;-0.016632;0.000507;-0.003922;0.000146;;;;
48489;1991;08;21;;0.159192;0.000304;0.538889;0.000202;;0.1601230;0.0000057;0.0010880;0.0000064;;-0.017340;0.000431;-0.004195;0.000170;;;;
48490;1991;08;22;;0.161413;0.000188;0.536952;0.000136;;0.1589986;0.0000031;0.0011746;0.0000047;;-0.017304;0.000289;-0.004467;0.000147;;;;
48491;1991;08;23;;0.163708;0.000239;0.534958;0.000187;;0.1577619;0.0000037;0.0013240;0.0000048;;-0.016731;0.000318;-0.004457;0.000175;;;;
48492;1991;08;24;;0.166547;0.000440;0.532641;0.000403;;0.1563465;0.0000065;0.0015234;0.0000049;;-0.016738;0.000412;-0.004174;0.000246;;;;
48493;1991;08;25;;0.169803;0.000360;0.530330;0.000258;;0.1547195;0.0000062;0.0017300;0.0000063;;-0.017417;0.000248;-0.003945;0.000113;;;;
48494;1991;08;26;;0.172396;0.000256;0.528039;0.000184;;0.1528996;0.0000061;0.0019001;0.0000064;;-0.017844;0.000250;-0.004092;0.000104;;;;
48495;1991;08;27;;0.173992;0.000280;0.525898;0.000223;;0.1509403;0.0000067;0.0020094;0.0000070;;-0.017465;0.000322;-0.004598;0.000110;;;;
48496;1991;08;28;;0.176402;0.000350;0.524654;0.000314;;0.1489069;0.0000080;0.0020460;0.0000130;;-0.017201;0.000491;-0.005008;0.000128;;;;
48497;1991;08;29;;0.179609;0.000805;0.522701;0.000874;;0.1468744;0.0000194;0.0020040;0.0000107;;-0.017430;0.000660;-0.005126;0.000289;;;;
48498;1991;08;30;;0.182294;0.000504;0.520419;0.000630;;0.1449184;0.0000135;0.0018924;0.0000151;;-0.018253;0.000515;-0.004986;0.000190;;;;
48499;1991;08;31;;0.184410;0.000409;0.518218;0.000514;;0.1430966;0.0000109;0.0017436;0.0000118;;-0.018931;0.000455;-0.004706;0.000154;;;;
48500;1991;09;01;;0.186664;0.000620;0.516088;0.000690;;0.1414228;0.0000100;0.0016105;0.0000100;;-0.019038;0.000393;-0.004452;0.000171;;;;
48501;1991;09;02;;0.189444;0.000565;0.513866;0.000544;;0.1398524;0.0000092;0.0015484;0.0000095;;-0.018815;0.000326;-0.004394;0.000274;;;;
48502;1991;09;03;;0.192535;0.000428;0.511529;0.000400;;0.1382925;0.0000090;0.0015938;0.0000071;;-0.018651;0.000326;-0.004595;0.000264;;;;
48503;1991;09;04;;0.195289;0.000248;0.509310;0.000156;;0.1366287;0.0000049;0.0017512;0.0000064;;-0.018683;0.000302;-0.004916;0.000117;;;;
48504;1991;09;05;;0.197899;0.000200;0.507055;0.000118;;0.1347612;0.0000038;0.0019934;0.0000048;;-0.018598;0.000292;-0.005040;0.000092;;;;
48505;1991;09;06;;0.200893;0.000234;0.504693;0.000158;;0.1326306;0.0000047;0.0022697;0.0000036;;-0.018186;0.000335;-0.004804;0.000118;;;;
48506;1991;09;07;;0.204220;0.000181;0.502756;0.000154;;0.1302341;0.0000034;0.0025085;0.0000039;;-0.017852;0.000286;-0.004517;0.000143;;;;
48507;1991;09;08;;0.207165;0.000211;0.500902;0.000182;;0.1276478;0.0000031;0.0026431;0.0000056;;-0.017758;0.000280;-0.004324;0.000156;;;;
48508;1991;09;09;;0.209787;0.000402;0.498636;0.000367;;0.1249936;0.0000078;0.0026519;0.0000047;;-0.017781;0.000515;-0.004120;0.000203;;;;
48509;1991;09;10;;0.212526;0.000293;0.496392;0.000322;;0.1223865;0.0000063;0.0025545;0.0000066;;-0.017961;0.000319;-0.003825;0.000114;;;;
48510;1991;09;11;;0.214490;0.000348;0.494206;0.000384;;0.1199117;0.0000053;0.0023864;0.0000069;;-0.018445;0.000266;-0.003507;0.000095;;;;
48511;1991;09;12;;0.215421;0.000458;0.491534;0.000378;;0.1176208;0.0000074;0.0021837;0.0000072;;-0.019183;0.000381;-0.003389;0.000153;;;;
48512;1991;09;13;;0.216470;0.000355;0.489029;0.000270;;0.1155348;0.0000092;0.0019764;0.0000101;;-0.019847;0.000464;-0.003621;0.000205;;;;
48513;1991;09;14;;0.218349;0.000380;0.487237;0.000370;;0.1136489;0.0000127;0.0017862;0.0000140;;-0.020076;0.000546;-0.004079;0.000238;;;;
48514;1991;09;15;;0.219825;0.000388;0.484889;0.000588;;0.1119393;0.0000189;0.0016357;0.0000108;;-0.019517;0.000628;-0.004310;0.000273;;;;
48515;1991;09;16;;0.220764;0.000277;0.481434;0.000353;;0.1103536;0.0000089;0.0015499;0.0000136;;-0.018371;0.000475;-0.004178;0.000251;;;;
48516;1991;09;17;;0.222653;0.000323;0.477886;0.000401;;0.1088163;0.0000084;0.0015405;0.0000086;;-0.017277;0.000461;-0.003968;0.000247;;;;
48517;1991;09;18;;0.225617;0.000437;0.474859;0.000524;;0.1072522;0.0000084;0.0015993;0.0000087;;-0.016752;0.000459;-0.003939;0.000238;;;;
48518;1991;09;19;;0.228225;0.000385;0.471983;0.000328;;0.1056026;0.0000091;0.0017100;0.0000088;;-0.016891;0.000396;-0.004043;0.000117;;;;
48519;1991;09;20;;0.230061;0.000343;0.469083;0.000284;;0.1038246;0.0000091;0.0018586;0.0000091;;-0.017459;0.000394;-0.004088;0.000115;;;;
48520;1991;09;21;;0.231451;0.000343;0.466089;0.000284;;0.1018861;0.0000091;0.0020361;0.0000090;;-0.018046;0.000394;-0.003966;0.000115;;;;
48521;1991;09;22;;0.232912;0.000276;0.463009;0.000280;;0.0997616;0.0000089;0.0022287;0.0000088;;-0.018369;0.000371;-0.003792;0.000128;;;;
48522;1991;09;23;;0.234753;0.000227;0.459975;0.000275;;0.0974465;0.0000085;0.0024044;0.0000089;;-0.018425;0.000345;-0.003756;0.000158;;;;
48523;1991;09;24;;0.236976;0.000245;0.457209;0.000289;;0.0949780;0.0000088;0.0025140;0.0000092;;-0.018424;0.000370;-0.003914;0.000167;;;;
48524;1991;09;25;;0.239376;0.000397;0.454925;0.000302;;0.0924475;0.0000098;0.0025135;0.0000089;;-0.018504;0.000493;-0.004109;0.000214;;;;
48525;1991;09;26;;0.241806;0.000553;0.452929;0.000218;;0.0899765;0.0000090;0.0024175;0.0000099;;-0.018552;0.000418;-0.004063;0.000212;;;;
48526;1991;09;27;;0.244357;0.000408;0.449193;0.000244;;0.0876260;0.0000100;0.0022655;0.0000103;;-0.018851;0.000425;-0.003818;0.000159;;;;
48527;1991;09;28;;0.246104;0.000490;0.445595;0.000432;;0.0854412;0.0000117;0.0020867;0.0000097;;-0.018977;0.000473;-0.003763;0.000142;;;;
48528;1991;09;29;;0.247466;0.000798;0.442965;0.000735;;0.0834306;0.0000093;0.0019330;0.0000095;;-0.018594;0.000396;-0.003971;0.000140;;;;
48529;1991;09;30;;0.249138;0.000230;0.440306;0.000217;;0.0815415;0.0000073;0.0018582;0.0000083;;-0.017869;0.000323;-0.004177;0.000140;;;;
48530;1991;10;01;;0.250489;0.000221;0.437478;0.000210;;0.0796783;0.0000074;0.0018888;0.0000084;;-0.017167;0.000323;-0.004146;0.000141;;;;
48531;1991;10;02;;0.251094;0.000428;0.434432;0.000418;;0.0777353;0.0000095;0.0020161;0.0000120;;-0.016794;0.000400;-0.003944;0.000152;;;;
48532;1991;10;03;;0.251576;0.000630;0.430871;0.000628;;0.0756320;0.0000167;0.0022017;0.0000103;;-0.016790;0.000603;-0.003959;0.000161;;;;
48533;1991;10;04;;0.252175;0.000373;0.426971;0.000514;;0.0733363;0.0000111;0.0023910;0.0000130;;-0.017021;0.000485;-0.004359;0.000136;;;;
48534;1991;10;05;;0.252717;0.000311;0.423775;0.000495;;0.0708727;0.0000093;0.0025301;0.0000094;;-0.017390;0.000433;-0.004640;0.000124;;;;
48535;1991;10;06;;0.253393;0.000242;0.421276;0.000304;;0.0683126;0.0000077;0.0025808;0.0000076;;-0.017671;0.000311;-0.004434;0.000110;;;;
48536;1991;10;07;;0.254663;0.000156;0.418058;0.000170;;0.0657517;0.0000058;0.0025312;0.0000070;;-0.017618;0.000214;-0.003882;0.000088;;;;
48537;1991;10;08;;0.256661;0.000169;0.413016;0.000185;;0.0632834;0.0000064;0.0023960;0.0000086;;-0.017205;0.000233;-0.003366;0.000095;;;;
48538;1991;10;09;;0.258757;0.000282;0.407075;0.000324;;0.0609772;0.0000114;0.0022066;0.0000110;;-0.016711;0.000414;-0.003203;0.000155;;;;
48539;1991;10;10;;0.259695;0.000430;0.403330;0.000537;;0.0588696;0.0000156;0.0019978;0.0000102;;-0.016649;0.000828;-0.003382;0.000183;;;;
48540;1991;10;11;;0.259637;0.000253;0.401779;0.000324;;0.0569665;0.0000089;0.0017985;0.0000122;;-0.016903;0.000592;-0.003643;0.000113;;;;
48541;1991;10;12;;0.259721;0.000248;0.399947;0.000317;;0.0552497;0.0000087;0.0016292;0.0000082;;-0.016960;0.000580;-0.003719;0.000110;;;;
48542;1991;10;13;;0.260252;0.000405;0.396788;0.000404;;0.0536831;0.0000076;0.0015042;0.0000075;;-0.016615;0.000325;-0.003604;0.000112;;;;
48543;1991;10;14;;0.260693;0.000334;0.392986;0.000288;;0.0522172;0.0000062;0.0014358;0.0000062;;-0.016029;0.000234;-0.003481;0.000113;;;;
48544;1991;10;15;;0.260651;0.000216;0.389449;0.000180;;0.0507902;0.0000048;0.0014352;0.0000048;;-0.015521;0.000234;-0.003498;0.000105;;;;
48545;1991;10;16;;0.260593;0.000150;0.385996;0.000122;;0.0493300;0.0000034;0.0015080;0.0000040;;-0.015331;0.000238;-0.003560;0.000091;;;;
48546;1991;10;17;;0.261201;0.000144;0.382622;0.000121;;0.0477639;0.0000033;0.0016420;0.0000040;;-0.015431;0.000264;-0.003420;0.000084;;;;
48547;1991;10;18;;0.261954;0.000191;0.379290;0.000170;;0.0460434;0.0000046;0.0018131;0.0000036;;-0.015526;0.000351;-0.003336;0.000105;;;;
48548;1991;10;19;;0.262019;0.000151;0.376171;0.000135;;0.0441432;0.0000038;0.0019941;0.0000036;;-0.015552;0.000320;-0.003477;0.000092;;;;
48549;1991;10;20;;0.261628;0.000109;0.373060;0.000094;;0.0420684;0.0000027;0.0021516;0.0000033;;-0.015633;0.000216;-0.003673;0.000083;;;;
48550;1991;10;21;;0.261485;0.000115;0.370025;0.000097;;0.0398609;0.0000028;0.0022560;0.0000032;;-0.015839;0.000204;-0.003692;0.000103;;;;
48551;1991;10;22;;0.261419;0.000175;0.366827;0.000164;;0.0375832;0.0000038;0.0022937;0.0000029;;-0.015976;0.000243;-0.003508;0.000119;;;;
48552;1991;10;23;;0.260957;0.000156;0.362960;0.000167;;0.0353017;0.0000030;0.0022558;0.0000039;;-0.015772;0.000198;-0.003277;0.000095;;;;
48553;1991;10;24;;0.260682;0.000182;0.359627;0.000217;;0.0330925;0.0000041;0.0021410;0.0000058;;-0.015461;0.000252;-0.003147;0.000117;;;;
48554;1991;10;25;;0.260320;0.000317;0.356109;0.000417;;0.0310245;0.0000085;0.0019859;0.0000159;;-0.015436;0.000463;-0.003084;0.000213;;;;
48555;1991;10;26;;0.259747;0.000836;0.352401;0.001227;;0.0291045;0.0000277;0.0018642;0.0000167;;-0.015630;0.000766;-0.003038;0.000602;;;;
48556;1991;10;27;;0.259175;0.000657;0.349268;0.000828;;0.0272627;0.0000250;0.0018410;0.0000173;;-0.015482;0.000592;-0.003003;0.000452;;;;
48557;1991;10;28;;0.258854;0.000223;0.346763;0.000230;;0.0253830;0.0000070;0.0019374;0.0000151;;-0.014880;0.000260;-0.002961;0.000124;;;;
48558;1991;10;29;;0.258843;0.000226;0.344123;0.000187;;0.0233555;0.0000052;0.0021217;0.0000052;;-0.014311;0.000241;-0.002899;0.000102;;;;
